,author,categories,content,date,title
146,899.0,"[12, 27]","<p>Siç njofton PK, viktima ka pranuar trajtim mjekësor ndërsa ai dyshuari pas intervistimit me vendim të prokurorit është dërguar në mbajtje.</p>
<p>“Është arrestuar i dyshuari mashkull kosovar pasi që i njëjti e ka sulmuar fizikisht nënën e tij viktimën femër kosovare. Viktima ka pranuar trajtim mjekësor ndërsa ai dyshuari pas intervistimit me vendim të prokurorit është dërguar në mbajtje“. <strong>/Lajmi.net/ </strong></p>
",2020-08-25T10:51:12,Arrestohet pasi sulmoi fizikisht nënën e tij në Pejë
147,906.0,"[6, 90]","<p>Anëtari i jurisë së ‘Britain got’s talent’ është parë në makinë gjatë daljes nga spitali në Malibu, shkruan Daily Mail, transmeton lajmi.net.</p>
<p>Moguli i mediave kishte pësuar një aksident derisa po testonte biçikletën e tij elektrike.</p>
<p>Ai theu tre rruaza në vjeshtë dhe ka pasur një shufër çeliku të futur në shpinë pas aksidentit të dhimbshëm.</p>
<p>“Ai është duke marrë terapi në shtëpi çdo ditë. Po bëhet më mirë”, ka thënë një burim pranë Cowell. <strong>/Lajmi.net/</strong></p>
<p><img class=""alignnone size-full wp-image-102215196"" src=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_9-34.jpg"" alt="""" width=""556"" height=""439"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_9-34.jpg 556w, https://lajmi.net/wp-content/uploads/2020/08/Screenshot_9-34-300x237.jpg 300w"" sizes=""(max-width: 556px) 100vw, 556px"" /></p>
",2020-08-25T10:48:05,Simon Cowell fotografohet për herë të parë pas aksidentit
148,899.0,"[12, 27]","<p>Rasti ka ndodhur të dielën, ku siç njofton PK viktima është dërguar për trajtim në spital.</p>
<p>“Viktima mashkull kosovar ka raportuar se është sulmuar fizikisht me mjete të forta nga tre të dyshuar meshkuj kosovarë të cilët gjenden në arrati. Viktima ka pranuar trajtim mjekësor ndërsa rasti vazhdon të hetohet”.<strong> /Lajmi.net/ </strong></p>
",2020-08-25T10:47:12,Tre persona e sulmojnë një tjetër me mjete të forta në Mitrovicë
149,708.0,"[15, 16]","<p>Mbrëmjen e sotme në Air Albania, Tirana pret Crvena Zvezdën me misionin për të bërë historinë e futbollit shqiptar.</p>
<p>Bardheblutë do të kërkojnë të përsëritin suksesin e Flamurtarit që më shumë se 3 dekada më parë eliminonte Partizanin e Beogradit.</p>
<p>Përballë skuadrës së Emanuel Egbo në turin e dytë kualifikues të Champions League do të jetë Crvena Zvezda e Dejan Stankovic një skuadër që di vetëm të fitojë dhe vjen pas një sezoni super të suksesshëm në Serbi ku përveçse u shpall kampione kryeson bindshëm edhe sezonin e ri.</p>
<p>Kjo është një sfidë që ka edhe nuanca nacionaliste dhe nëse do të luhej me tifozë problematikat mund të ishin të shumta, gjithsesi për shkak të pandemisë COVID-19, është një sfidë teke në Air Albania pa praninë e fansave dhe Tirana e Crvena janë të fokusuara vetëm te fusha e lojës, aty ku serbët do të kërkojnë të bëjnë detyrën pasi synojnë grupet e Championsit, ndërsa bardheblutë mrekullinë, transmeton SS.</p>
<p>Egbo pritet të hedhë në fushë formacionin fitues në Tbilisi edhe pse nuk duhet harruar që është rikuperuar Erjon Hoxhallari dhe diçka mund të ndryshojë në mbrojtje.</p>
<p>Parashikohet një duel i nxehtë pasi kjo sfidë vlen një biletë për në turin e tretë të kualifikues të UEFA Champions League.</p>
",2020-08-25T10:46:18,"Dita e madhe erdhi, Tirana synon “historinë” ndaj Crvena Zvezdës"
150,876.0,"[12, 20]","<p>Ai thotë se duhet të kenë kujdes me strategjinë e brendshme, duke iu përgjigjur deklaratave që mbrëmë i dha kreu i AAK-së, Ramush Haradianaj.</p>
<p>“Pa marrë parasysh arsyen dhe nevojën e komunikimit me publikun, duhet të kemi kujdes që për strategjinë tonë të mos merr vesh Serbia përmes debateve në studiot tona televizive dhe përplasjeve të brendshme, sepse kjo në start e dëmton pozicionin dialogues të Kryeministrit tonë, transmeton lajmi.net.</p>
<p>“Dialogu me Serbinë për njohje reciproke, qoftë në Ëashington apo në Bruksel do të jetë më përmbajtjesor dhe më i qëndrueshëm, nëse aksionarë të këtij dialogu janë pozita dhe opozita”, ka shkruar Mustafa.</p>
<p>Mes tjerash, Mustafa ka thënë qeverisja e vendit ka prioritet luftimi i Pandemisë, rimëkëmbjen  ekonomike sikurse edhe dialogu për njohje reciproke, kërkon respekt institucional ndaj Qeverisë por gjithësesi edhe brenda Qeverisë</p>
<p><strong>Shkrimi i plotë:</strong></p>
<p>Proceset politike me të cilat po ballafaqohet vendi kërkojnë bashkëpunim dhe besim reciprok të të gjithë akterëve.</p>
<p>Dialogu me Serbinë për njohje reciproke, qoftë në Ëashington apo në Bruksel do të jetë më përmbajtësor dhe më i qëndrueshëm, nëse aksionarë të këtij dialogu janë pozita dhe opozita. Ndërkaq, strategjia e dialogut duhet të jetë çështje që diskutohet dhe formulohet nga Kryeministri dhe kabineti i tij i ngushte me partnerët e koalicionit dhe liderët e opozitës.</p>
<p>Pa marrë parasysh arsyen dhe nevojën e komunikimit me publikun, duhet të kemi kujdes që për strategjinë tonë të mos merr vesh Serbia përmes debateve në studiot tona televizive dhe përplasjeve të brendshme, sepse kjo në start e dëmton pozicionin dialogues të Kryeministrit tonë.</p>
<p>Qeverisja e vendit me prioritete luftimi i Pandemisë, rimëkëmbja ekonomike sikurse edhe dialogu për njohje reciproke, kërkon respekt institucional ndaj Qeverisë por gjithësesi edhe brenda Qeverisë. Një politikë qeverisëse dhe një zë qeverisës i bashkërenditur me Kryeministrin.</p>
<p>LDK do të kërkojë që Qeveria  të jetë e gatshme të bëjë rikonfigurime dhe ndryshime në çdo kohë për ata që nuk e kuptojnë rendin qeverisës dhe disiplinën qeverisëse; të cilët ndjekin agjenda personale apo partiake, apo për të cilët vlerësohet se e shpenzojnë pa meritë paranë publike.</p>
<p>Kemi premtuar Qeveri që do të jetë efikase në punën e saj,  që do ta luftojë krimin dhe korrupsionin, që do të jetë racionale dhe e përgjegjshme ndaj parasë publike. Asnjë temë tjetër s’mund të na zhvendosë nga ky përcaktim. IM</p>
<p>&nbsp;</p>
",2020-08-25T10:45:06,Isa Mustafa paralajmëron Haradinajn se AAK-ja mund të largohet nga koalicioni
151,899.0,"[12, 27]","<p>Siç njofton policia në raportin 24 orësh, viktima ishte zhdukur që nga data 6 gusht.</p>
<p>&#8220;Ferizaj 06-24.08.2020-NN. Me 24.08.2020 është raportuar se viktima femër, e raportuar si person i zhdukur, është sjellë në polici dhe dyshohet se ka qenë viktime e dhunës seksuale nga persona të panjohur. Në lidhje me rastin është njoftuar prokurori&#8221;, thuhet në raport.<strong> /Lajmi.net/ </strong></p>
",2020-08-25T10:34:17,Dyshohet se është dhunuar seksualisht një femër në Ferizaj 
152,905.0,"[12, 27]","<p>Për dallim nga vitet e kaluara kur testi është mbajtur në dy pjesë, këtë vit për shkak të pandemisë maturantët do të mbajnë testin vetëm në një ditë. Mbi 26 mijë maturantë do të kenë 100 pyetje nga katër lëndë, ku kalueshmëria e këtij Testi do të jetë 40 pikë nga 100 pyetjet.</p>
<p>Shefi i Divizionit për Vlerësim në MASh, Fatmir Elezi, në një intervistë për KosovaPress thotë se i kanë bërë të gjitha përgatitjet për mbarëvajtjen e këtij testimi.</p>
<p>“Për shkak të COVID-19 këtë vit testi mbahet vetëm një ditë, do të thotë edhe pjesa e parë edhe pjesa e dytë e Testit janë reduktuar nga 50 pyetje, çdo lëndë në 25 pyetje, janë tri lëndët e përgjithshme me nga 25 pyetje, gjuhë shqipe, gjuhë angleze dhe matematikë, si dhe lënda e katërt e zgjedh vet nxënësi nga 12 lëndët e mundshme. Në total testi i ka 100 pyetje, testi fillon në orën 10:00 për nxënësit dhe nga momenti kur fillon të plotësojë testin, ai zgjat 150 minuta&#8230;Kriteri i kalueshmërisë është 40 përqind ose 40 pikë nga 100 pikët e mundshme”, thotë ai.</p>
<p>Njësitë mësimore nga 12 marsi kur është ndërprerë procesi mësimor, Elezi deklaroi se nuk janë përfshirë në Testin e Maturës.</p>
<p>“Përgatitjet e testit i kemi bërë, pyetjet nuk do të jenë në atë pjesën ku nxënësit e kanë ndërprerë mësimin, pra nga 12 marsi e këndej ato njësi mësimore që kanë qenë nuk do të ketë pyetje nga ato njësi mësimore. Pak është problematike ngase është një pauzë, e kuptojmë që një pauzë nga mbarimi i vitit shkollor me mbajtjen e testit, mirëpo shpresoj që këtë pauzë nxënësit e kanë përdorur që të përgatiten për Test”, theksoi ai.</p>
<p>Elezi potencon se si ministri i kanë marrë të gjitha masat për mbrojtje të nxënësve nga COVID-19 gjatë ditës së testimit. Testi do të mbahet në 184 qendra testuese, ku si masë mbrojtëse nga virusi ai thotë se kanë paraparë që në një klasë të mos jenë më shumë se 12 nxënës.</p>
<p>“Jemi munduar që çdo nxënës të pajiset me maska, do të thotë asnjë akter që është nuk do të lejohet të hyjë në test pa maskë. Përpos kësaj kemi vendosur që në klasa të mos jenë më shumë se 12 nxënës dhe përpos akterëve tjerë që i kemi pasur në qendrat e testimit me propozim të drejtorive komunale jemi dakorduar që tre persona të jenë të angazhuar në oborr të shkollës në mënyrë që t’i udhëzojë nxënësit se si të sillen, mos të lejojnë grumbullimin e nxënësve në oborr”, thotë ai.</p>
<p>Organizimi i Testit të Maturës në kohë pandemie, Elezi thotë se është sfidë, por që deklaron se kanë vendosur që ky testim të mbahet për shkak që nxënësit të mos përballen me probleme në të ardhmen për shkak të mos mbajtjes së tij.</p>
<p>“Është një sfidë, mirëpo me rekomandimet e Institutit ne kemi vendosur që testi të mbahet ngase mos mbajtja e testit do të shkaktojë dëme të tjera tek nxënësit. Si gjeneratë do të jenë një gjeneratë që nuk e kanë Testin e Maturës dhe mund t’ju shkaktojë probleme edhe viteve të tjera&#8230;Sa i përket COVID-19 janë marrë masat, nxënësit do të jenë të pajisur me maska, në çdo klasë do të ketë dezinfektues, po ashtu edhe nëpër korridore do të ketë dezinfektues, distancën besoj që do ta mbajnë brenda në klasë, distanca veç është e paraparë mbi 1 metër e gjysmë do të jetë largesa e bankave ku do të jenë të ulur nxënësit”, thotë Elezi.</p>
<p>Nxënësit në qendrat e testimit nuk do të lejohen të hyjnë me telefona, e posedimi i tyre gjatë mbajtjes së Testit do të ndikojë që nxënësit të përjashtohen nga testimi. Elezi potencon se për mbarëvajtjen e testimit Ministria e Arsimit dhe Shkencës ka angazhuar 2 mijë e 568 administrues.</p>
<p>“Rregullat e përgjithshme vlejnë njësojë edhe këtë vit, do të thotë nxënësit nuk i lejohet futja e telefonave në klasa. Unë besoj që shumica e nxënësve janë të ndërgjegjshëm dhe nuk do t’i marrin fare me vete telefonat, mirëpo në rast se ndonjë nxënës ka telefon në klasë edhe nëse nuk e ka të ndezur ai duhet të përjashtohet nga testi”, potencon ai.</p>
<p>Testit të Maturës do t’i nënshtrohen 26 mijë e 817 maturantë në nivel vendi. Ky testim ishte paraparë të mbahet me 4 korrik, por që është shtyrë për shkak të rritjes së numrit të rasteve të infektuar me COVID-19.</p>
",2020-08-25T10:32:52,"Distancë mes bankave dhe nga 12 nxënës në klasë, ja si do të organizohet Testi i Maturës"
153,876.0,"[12, 27]","<p>Në 22 vjetorin e rënies së komandant Kumanovës, Thaci ka thënë se Kumanovadhe bashkëluftëtarët e tij të guximshëm ishin përherë në ballë të betejave për liri dhe se heroizmi i tyre ishte burim frymëzimi për ushtarët e UÇK-së.</p>
<p>“Nderime të përjetshme për Ismet Jasharin – Kumanovën dhe për bashkëluftëtarët e tij, Habib Zogajn, Nuhi Mazrekun, Gani Kastratin dhe Afrim Buçajn, që ranë heroikisht më 24 dhe 25 gusht 1998, duke e mbrojtur atdheun. Komandant “Kumanova” dhe bashkëluftëtarët e tij të guximshëm ishin përherë në ballë të betejave për liri dhe heroizmi i tyre ishte burim frymëzimi për ushtarët e UÇK-së. Në nderim të jetës dhe veprës së heroit Ismet Jashari, brigada 121 e Zonës Operative të Pashtrikut me krenari e barti emrin e tij deri në përfundimin e luftës”, ka shkruar Thaçi.</p>
<p>Nderime ndaj veprës së komandantit Kumanova ka shprehur edhe kryeministri i Kosovës, Avdullah Hoti.</p>
<p>“Sot bëhen 22 vite nga rënia e Heroit të Kosovës, Ismet Jashari &#8211; Kumanova. Lufta jonë ishte dhe mbetet e drejtë, pasi që ishte luftë për liri dhe pavarësi. Vepra e heroit Ismet Jashari &#8211; Kumanova do të jetoj përherë dhe mbetet udhërrëfyes për një të ardhme të ndritur dhe të sigurt për vendin tonë”, ka shkruar Hoti në ‘facebook’.</p>
",2020-08-25T10:28:44,Thaçi e Hoti kujtojnë komandant Kumanovën
154,899.0,"[12, 27]","<p>Për vjedhje është përdorur edhe mjeti shpërthyer, ndërsa policia po punon për t’i identifikuar dhe arrestuar personat që dyshohet se kanë tentuar të kryejnë këtë krim.</p>
<p><strong>Njoftimi i plotë i policisë:</strong></p>
<p>Sot rreth orës 05:30, është aktivizuar një alarm i një banke në një qendër tregtare në lagjen Veternik në Prishtinë. Menjëherë pas marrjes së këtij informacioni strukturat rajonale për hetimin e krimit me një intensitet të shtuar kanë filluar ndërmarrjen e një varg veprimesh operative dhe hetimore.</p>
<p>Mbështetur në rezultatet e para të grupit hetimor që po zhvillon hetimet lidhur me rastin në fjalë, dyshohet se një rast vjedhje ka mbetur në tentativë, e njëjta është tentuar të realizohet duke dëmtuar një bankomat të një banke,  me një mjet shpërthyes.</p>
<p>Derisa ekzaminimi po vazhdon në vendngjarje, hetuesit policor janë duke punuar në identifikimin dhe arrestimin e personave të dyshuar. <strong>/Lajmi.net/</strong></p>
",2020-08-25T10:21:14,Sulm me eksploziv në një bankomat në Veternik 
155,899.0,"[12, 13, 20]","<p>Pra, njoftimi se Donald Trump mund të marrë pjesë në takimin e ardhshëm midis Aleksandar Vuçiq dhe Abdullah Hotit në Uashington në fillim të muajit të ardhshëm nuk është asgjë e re”, tha për Danas Dusan Janjiq nga Forumi për Marrëdhënie Etnike.</p>
<p>Presidenti i Serbisë, Aleksandar Vuçiq, njoftoi se takimi i përfaqësuesve të Serbisë dhe Kosovës në Uashington ka shumë të ngjarë të mbahet në 3 dhe 4 shtator, sepse &#8220;ka indikacione&#8221; se &#8220;në rast se ndodh diçka e rëndësishme&#8221;, Presidenti i SHBA-ve Donald do të vijë në takim.</p>
<p>&#8220;Bisedimet për të gjitha çështjet kryesore të normalizimit të marrëdhënieve, jo njohjen, po zhvillohen nën kujdesin e Brukselit, dhe kjo duhet të jetë diçka tjetër,&#8221; tha Vuçiq.</p>
<p>Dusan Janjiq i kujton Danasit se kjo është saktësisht formulimi i njoftimit të takimit, madje edhe para mbledhjes së parë, e cila u shty.</p>
<p>“Pritet që të nënshkruhet e ashtuquajtura deklaratë dhe memorandum më i plotë i bashkëpunimit, porosia themelore e së cilës do të ishte përfundimi i periudhës së konfliktit, d.m.th. kalimi në një periudhë paqeje. Kjo është, në të vërtetë, e vetmja gjë politike që pritet nga ai takim. Dhe kjo, përsëri, nuk është asgjë e re. Pala amerikane dëshiron të mbështesë realizimin e temave më specifike ekonomike, bashkëpunimin rajonal etj ”- thotë Janjiq</p>
<p>Ai shton se politizimi i takimit në të cilin mund të ishte i pranishëm Donald Trump është i pashmangshëm.</p>
<p>“Ka nervozizëm edhe në Berlin, sepse nuk dihet se çfarë do të thotë Trump për atë takim. Unë pres që ai të shkruajë se kjo është një marrëveshje historike, se po vjen një epokë e paqes dhe zgjidhjes së problemeve”, përfundoi Janjiq për Danas, transmeton lajmi.net.</p>
<p>Duke njoftuar për takimin në Uashington, Vuçiq gjithashtu deklaroi se Serbia nënshkroi një &#8220;kapitullim të pjesshëm&#8221; në 1999 dhe se Kosova duhet të ndalojë së vepruari &#8220;sikur asgjë të mos kishte ndodhur&#8221;.</p>
<p>“Vuçiq është i vetëdijshëm për situatën, sikur të mos ketë shumë zgjedhje. Pyetja e vetme është nëse ai mund të bëjë një hap përpara dhe ta kthejë Serbinë drejt integrimit evropian, dhe nëse rezulton se ai mundet, jam i sigurt se nuk do të gjejë mbështetje për diçka të tillë në partinë e tij, opozitën, kishën dhe komunitetin akademik. Pra, ai duhet të bëjë një hap përpara vetëm, por me mbështetjen e qytetarëve të Serbisë, të cilët tradicionalisht tregojnë pjekuri më të madhe se elita, tha Sonja Biserko, presidente e Komitetit të Helsinkit për të Drejtat e Njeriut.</p>
<p>Sipas saj, habusi i Vuçiq, por edhe, siç thotë ajo, kufizimet personale, e pengojnë atë të drejtojë mbështetjen që ai gëzon drejt demokratizimit dhe evropianizmit të Serbisë. Përveç kësaj, shton ajo, shoqëria nuk ka potencial për një hap të tillë përpara.</p>
<p>“Pa e kuptuar projektin evropian dhe mbështetjen e rëndësishme të BE-së, Serbia do të mbetet në stuhinë e erës pa e kuptuar interesin e saj. Duke kërkuar mbështetje në Rusi dhe Kinë dhe akter të tjerë, ajo distancon m tej Serbinë nga vlerat e civilizimit evropian. Serbia gabon të ardhmen e BE-së dhe merr anën e atyre që dëshirojnë shpërbërjen e saj, gjë që nuk do të ndodhë. Kurora tregoi një prirje krejt të kundërt dhe potencialin e Evropës për tu profilizuar si aktor botëror”, përfundon Biserko për Danas. <strong>/Lajmi.net/</strong></p>
",2020-08-25T10:19:34,&#8220;Berlini në ankth se çfarë do të thotë Trumpi për marrëveshjen mes Kosovës dhe Serbisë”
156,876.0,"[12, 27, 117229]","<p>Nga kjo shifër 21 pacientë janë me oksigjenoterapi, deklarojnë nga menaxhmenti i spitalit.</p>
<div class="""">
<div class=""single__content"">
<p>Të infektuar ka edhe staf mjekësor, ku 8 infermierë janë pozitivë më COVID-19.</p>
<div><ins id=""revive-0-0"" data-revive-zoneid=""43"" data-revive-id=""95be2ed4ea6d8f6c9c558cb164dbec0d"" data-revive-seq=""0"" data-revive-loaded=""1""></p>
<div id=""beacon_8ff975da9f""><img src=""https://ads.gazetaexpress.com/www/delivery/lg.php?bannerid=0&amp;campaignid=0&amp;zoneid=43&amp;loc=https%3A%2F%2Fwww.gazetaexpress.com%2F28-paciente-me-koronavirus-po-trajtohen-ne-spitalin-e-vushtrrise-5-ne-gjendje-te-rende%2F&amp;referer=https%3A%2F%2Fwww.gazetaexpress.com%2Flajme%2F&amp;cb=8ff975da9f"" alt="""" width=""0"" height=""0"" /></div>
<p></ins></div>
</div>
</div>
",2020-08-25T10:17:22,"28 pacientë me koronavirus po trajtohen në Spitalin e Vushtrrisë, 5 në gjendje të rëndë"
157,708.0,"[16, 94]","<p>Jurgen Klopp ka thënë se Bayern Munich ishte me fat që fitoi Ligën e Kampionëve.</p>
<p>Skuadra e trajnerit Hansi Flick mposhti Paris Saint-Germain në finalen e Lisbonës për fitoren e 21-të të njëpasnjëshme në të gjitha garat.</p>
<p>Menaxheri i Liverpoolit, Klopp beson se skuadra e Bayernit ka përfituar nga orari i Bundesligës, transmeton lajmi.net.</p>
<p>“Të dyja skuadrat finaliste kishin top skuadra në dispozicion. Por, Bayern e deshi më shumë, edhe pse edhe PSG e deshi shumë. PSG e kërkonte shumë, kjo shihej”, tha Klopp.</p>
<p>“Bayern ishte me fat, por nuk ju duhej shumë. Për këtë arsye e merituan fitoren. Do të ishte e mirë nëse zhvilloni ndeshjen më të mirë të sezonit në një finale por është shumë pak e mundshme të ndodh”, theksoi ai. <strong>/Lajmi.net/</strong></p>
",2020-08-25T10:02:04,Klopp: Bayern Munich e fitoi Ligën e Kampionëve me fat
158,899.0,"[12, 13, 20]","<p>Sipas Serwer, është e mundur të arrihet një marrëveshje për zona speciale ekonomike përgjatë kufirit Kosovë – Serbi.</p>
<p>“Gjithashtu, një marrëveshje për zona të veçanta ekonomike përgjatë kufirit midis Kosovës dhe Serbisë është e mundur. Dyshoj që do të ketë marrëveshje për gjëra të mëdha të cilat ndikojnë në normalizimin e marrëdhënieve mes dy vendeve, pasi krijohet përshtypja se Beogradi nuk është i interesuar të pranojë pavarësinë e Kosovës, kurse Prishtina nuk mund të pranojë asgjë më pak se kjo. Kryeministri Hoti ka një shumicë të vogël në parlament dhe nuk dëshiron të rrezikojë”, thotë Serwer. <strong>/Lajmi.net/</strong></p>
",2020-08-25T09:59:24,Serwer: Në Uashington mund të arrihet edhe ndonjë marrëveshje për Trepçën e Ujmanin
159,906.0,"[6, 90]","<p>“Edhe 100 vjeçe zemër”, shkruante Chiara, duke shtuar në një koment tjetër: “Gëzuar ditëlindjen Dua bukuroshe!”, të pre,ten kur këngëtarja shqiptare festoi ditëlindjen, shkruan lajmi..net.</p>
<p>Blogerja e ka zbuluar vetë se kush fshihet pas “shqipes së saj të rrjedhshme”… Është mikesha e saj shqiptare, e quajtur Linda, ajo që e ndihmoi të shkruante urimet.</p>
<p>Sot, nëpërmjet një Instastory, Chiara na ka prezantuar me Lindën, e cila ka përshëndetur në shqip me kërkesë të Ferragnit.</p>
<p><img class=""alignnone size-full wp-image-102215170"" src=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_7-40.jpg"" alt="""" width=""273"" height=""525"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_7-40.jpg 273w, https://lajmi.net/wp-content/uploads/2020/08/Screenshot_7-40-156x300.jpg 156w"" sizes=""(max-width: 273px) 100vw, 273px"" /></p>
",2020-08-25T09:58:53,Chiara Ferragni tregon si mësoi shqipen për ta uruar Dua Lipën
160,708.0,"[16, 30]","<p>Pepe Reina është në prag të transferimit në Lazio.</p>
<p>Pas përvojave në sezonin e kaluar në Milan dhe Aston Villa, spanjolli do të kalojë në Romë ku do ta sfidojë Thomas Strakoshën për fanellën e titullarit, raporton Gianluca di Marzio, transmeton lajmi.net.</p>
<p>Reina nesër do t’ju nënshtrohet testeve mjekësore me Lazion para se t’i bashkohet skuadrës nga Stadio Olimpico.</p>
<p>Reina do të sjellë përvojë te skuadra e Lazios duke u rikthyer në Serie A pas aventurave në Napoli dhe Milan, derisa ka veshur edhe fanellat e Barcelonës, Liverpoolit e Bayern Munichut. <strong>/Lajmi.net/</strong></p>
",2020-08-25T09:50:21,"Reina &#8211; Lazio, nesër testet mjekësore"
161,905.0,"[12, 13]","<p>Mehmet Zenka, Kryetar i Unionit Demokratik të Shqiptarëve, i cili bën pjesë në një koalicion prej 5 partish, dhe njëkohësisht ministër për të Drejtat e Njeriut dhe Minoritetet në kabinetin aktual të Malit të Zi, tha për Euronews Albania, se ndarja në vetëm dy formacione zgjedhore konsolidon votën e shqiptarëve.</p>
<p>“E mira e këtyre zgjedhjeve sa u përket shqiptarëve është se nuk janë duke dalë në 3 apo 4 kolona, ku janë treguar pasojat paszgjedhore me djegien e votave. Këtë herë nuk do të kemi djegie të votave”, tha ai.</p>
<p>Sipas Zenka, e rëndësishme është që të maksimizohet vota e elektoratit shqiptar që voton subjektet shqiptare.</p>
<p>“Gjithashtu bëjmë edhe ftesën që nëse nuk dëshirojnë të votojnë koalicionin të cilin ne përfaqësojmë, neve i kemi bërë ftesën elektoratit shqiptar që të votojnë koalicionin tjetër. Kryesore është që vota e shqiptarëve të derdhet në koalicionet shqiptare. Sepse edhe rezultati do të jetë edhe më i mirë edhe më me influencë në kohën paszgjedhore”, tha ministri shqiptar në Mal të Zi.</p>
<p>Ai parashikon se shqiptarët këtë herë do fitojnë të paktën dy deputetë në zgjedhjet e 30 gushtit.</p>
<p>“Neve presim që secili nga koalicionet ta fitojë nga një deputet”, shtoi ai.</p>
<p>Z. Zenka shpjegoi se prioritetet e të zgjedhurve shqiptarë në parlamentin e ri malazez do të jenë jo vetëm të natyrës politike, por edhe ekonomike.</p>
<p>“Pikësynimi ynë primar duhet të jetë fitorja e të drejtave për mandatet e garantuara, do të thotë që të ndryshohet ligji zgjedhor dhe që për shqiptarët të jenë mandatet e siguruara në parlamentin e Malit të zi”, u shpreh Zenka.</p>
<p>Për zgjedhjet parlamentare të së dielës në Mal të Zi, edhe pse partitë shqiptare janë të përfaqësuara në dy koalicione, ata nuk arritën dot që të ishin në një listë të vetme, sikundër ishte një prej synimeve fillestare.</p>
",2020-08-25T09:46:19,"Zgjedhjet në Mal të Zi, ministri Mehmet Zenka: Shqiptarët do të marrin 2 deputetë"
